# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556405 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/walk-up-path/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556290 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/minipass-fetch/node_modules/minizlib/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556300 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/minipass/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556317 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/tar/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556346 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/path-scurry/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556320 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/yallist/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 4 25 64769 540567 3 /var/www/knoxxaibot_v1/node_modules/formdata-node/lib/cjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556286 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/minimatch/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556308 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/chownr/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556408 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/which/node_modules/isexe/dist/cjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556334 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/npm-registry-fetch/node_modules/minizlib/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556281 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/lru-cache/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 6 25 64769 556340 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/package-json-from-dist/dist/commonjs/package.json
DUPTYPE_WITHIN_SAME_TREE -2812 8 25 64769 556311 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/minizlib/dist/commonjs/package.json
DUPTYPE_FIRST_OCCURRENCE 2638 3 34 64769 537978 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/paths.js
DUPTYPE_WITHIN_SAME_TREE -2638 3 34 64769 538037 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/props.js
DUPTYPE_FIRST_OCCURRENCE 2635 3 35 64769 538093 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/path.js
DUPTYPE_WITHIN_SAME_TREE -2635 3 35 64769 537966 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/property.js
DUPTYPE_WITHIN_SAME_TREE -2635 3 35 64769 537845 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/prop.js
DUPTYPE_FIRST_OCCURRENCE 2400 3 35 64769 538146 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/assoc.js
DUPTYPE_WITHIN_SAME_TREE -2400 3 35 64769 537844 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/assocPath.js
DUPTYPE_FIRST_OCCURRENCE 1104 2 36 64769 529629 3 /var/www/knoxxaibot_v1/node_modules/lodash/first.js
DUPTYPE_WITHIN_SAME_TREE -1104 3 36 64769 538115 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/first.js
DUPTYPE_FIRST_OCCURRENCE 6754 5 36 64769 542748 3 /var/www/knoxxaibot_v1/node_modules/readable-stream/lib/internal/streams/stream.js
DUPTYPE_WITHIN_SAME_TREE -6754 7 36 64769 543996 3 /var/www/knoxxaibot_v1/node_modules/winston-transport/node_modules/readable-stream/lib/internal/streams/stream.js
DUPTYPE_WITHIN_SAME_TREE -6754 7 36 64769 544269 3 /var/www/knoxxaibot_v1/node_modules/winston/node_modules/readable-stream/lib/internal/streams/stream.js
DUPTYPE_FIRST_OCCURRENCE 2637 3 37 64769 538204 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/pathOr.js
DUPTYPE_WITHIN_SAME_TREE -2637 3 37 64769 537835 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/propOr.js
DUPTYPE_FIRST_OCCURRENCE 2450 3 37 64769 538079 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/dissoc.js
DUPTYPE_WITHIN_SAME_TREE -2450 3 37 64769 537930 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/dissocPath.js
DUPTYPE_FIRST_OCCURRENCE 518 2 38 64769 537142 3 /var/www/knoxxaibot_v1/node_modules/generate-function/.travis.yml
DUPTYPE_WITHIN_SAME_TREE -518 4 38 64769 556822 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/qrcode-terminal/.travis.yml
DUPTYPE_FIRST_OCCURRENCE 1085 2 39 64769 529373 3 /var/www/knoxxaibot_v1/node_modules/lodash/each.js
DUPTYPE_WITHIN_SAME_TREE -1085 3 39 64769 537940 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/each.js
DUPTYPE_FIRST_OCCURRENCE 2589 3 39 64769 537915 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/matches.js
DUPTYPE_WITHIN_SAME_TREE -2589 3 39 64769 537960 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/whereEq.js
DUPTYPE_FIRST_OCCURRENCE 1088 2 39 64769 529612 3 /var/www/knoxxaibot_v1/node_modules/lodash/entries.js
DUPTYPE_WITHIN_SAME_TREE -1088 3 39 64769 538101 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/entries.js
DUPTYPE_FIRST_OCCURRENCE 1094 2 40 64769 529190 3 /var/www/knoxxaibot_v1/node_modules/lodash/extend.js
DUPTYPE_WITHIN_SAME_TREE -1094 3 40 64769 537832 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/extend.js
DUPTYPE_FIRST_OCCURRENCE 1712 2 40 64769 530039 3 /var/www/knoxxaibot_v1/node_modules/retry/index.js
DUPTYPE_WITHIN_SAME_TREE -1712 4 40 64769 555418 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/retry/index.js
DUPTYPE_FIRST_OCCURRENCE 4118 4 40 64769 541411 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/node.js
DUPTYPE_WITHIN_SAME_TREE -4118 4 40 64769 540491 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/node.js
DUPTYPE_FIRST_OCCURRENCE 1089 2 41 64769 529773 3 /var/www/knoxxaibot_v1/node_modules/lodash/entriesIn.js
DUPTYPE_WITHIN_SAME_TREE -1089 3 41 64769 538209 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/entriesIn.js
DUPTYPE_FIRST_OCCURRENCE 2426 3 42 64769 538083 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/conforms.js
DUPTYPE_WITHIN_SAME_TREE -2426 3 42 64769 537816 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/where.js
DUPTYPE_FIRST_OCCURRENCE 354 2 43 64769 530103 3 /var/www/knoxxaibot_v1/node_modules/dunder-proto/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -354 2 43 64769 529839 3 /var/www/knoxxaibot_v1/node_modules/es-errors/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -354 2 43 64769 536844 3 /var/www/knoxxaibot_v1/node_modules/hasown/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -354 2 43 64769 529931 3 /var/www/knoxxaibot_v1/node_modules/has-tostringtag/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 1095 2 44 64769 529383 3 /var/www/knoxxaibot_v1/node_modules/lodash/extendWith.js
DUPTYPE_WITHIN_SAME_TREE -1095 3 44 64769 537947 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/extendWith.js
DUPTYPE_FIRST_OCCURRENCE 1086 2 44 64769 529782 3 /var/www/knoxxaibot_v1/node_modules/lodash/eachRight.js
DUPTYPE_WITHIN_SAME_TREE -1086 3 44 64769 538218 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/eachRight.js
DUPTYPE_FIRST_OCCURRENCE 1315 2 44 64769 529545 3 /var/www/knoxxaibot_v1/node_modules/lodash/toJSON.js
DUPTYPE_WITHIN_SAME_TREE -1315 2 44 64769 529530 3 /var/www/knoxxaibot_v1/node_modules/lodash/value.js
DUPTYPE_WITHIN_SAME_TREE -1315 2 44 64769 529348 3 /var/www/knoxxaibot_v1/node_modules/lodash/valueOf.js
DUPTYPE_FIRST_OCCURRENCE 4108 4 46 64769 541414 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/.coveralls.yml
DUPTYPE_WITHIN_SAME_TREE -4108 4 46 64769 540494 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/.coveralls.yml
DUPTYPE_FIRST_OCCURRENCE 2636 3 47 64769 538116 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/pathEq.js
DUPTYPE_WITHIN_SAME_TREE -2636 3 47 64769 537858 3 /var/www/knoxxaibot_v1/node_modules/lodash/fp/propEq.js
DUPTYPE_FIRST_OCCURRENCE 172 2 48 64769 537044 3 /var/www/knoxxaibot_v1/node_modules/bagpipe/.travis.yml
DUPTYPE_WITHIN_SAME_TREE -172 2 48 64769 537473 3 /var/www/knoxxaibot_v1/node_modules/isarray/.travis.yml
DUPTYPE_FIRST_OCCURRENCE 6753 5 49 64769 542749 3 /var/www/knoxxaibot_v1/node_modules/readable-stream/lib/internal/streams/stream-browser.js
DUPTYPE_WITHIN_SAME_TREE -6753 7 49 64769 544268 3 /var/www/knoxxaibot_v1/node_modules/winston/node_modules/readable-stream/lib/internal/streams/stream-browser.js
DUPTYPE_WITHIN_SAME_TREE -6753 7 49 64769 543995 3 /var/www/knoxxaibot_v1/node_modules/winston-transport/node_modules/readable-stream/lib/internal/streams/stream-browser.js
DUPTYPE_FIRST_OCCURRENCE 1648 2 60 64769 530130 3 /var/www/knoxxaibot_v1/node_modules/picomatch/index.js
DUPTYPE_WITHIN_SAME_TREE -1648 6 60 64769 555759 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/tinyglobby/node_modules/picomatch/posix.js
DUPTYPE_FIRST_OCCURRENCE 7915 9 64 64769 556771 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/bin.d.ts
DUPTYPE_WITHIN_SAME_TREE -7915 9 64 64769 556772 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/bin.d.ts
DUPTYPE_FIRST_OCCURRENCE 1740 2 69 64769 556916 3 /var/www/knoxxaibot_v1/node_modules/semver/preload.js
DUPTYPE_WITHIN_SAME_TREE -1740 4 69 64769 555763 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/preload.js
DUPTYPE_FIRST_OCCURRENCE 4110 4 72 64769 541404 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/.npmignore
DUPTYPE_WITHIN_SAME_TREE -4110 4 72 64769 540485 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/.npmignore
DUPTYPE_FIRST_OCCURRENCE 2259 3 77 64769 539494 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/options.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540426 3 /var/www/knoxxaibot_v1/node_modules/aws-ssl-profiles/lib/@types/profiles.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540466 3 /var/www/knoxxaibot_v1/node_modules/form-data-encoder/lib/cjs/FileLike.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540467 3 /var/www/knoxxaibot_v1/node_modules/form-data-encoder/lib/cjs/FormDataLike.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540497 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/context-items/context-item.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540525 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/chain/validators.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540530 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/chain/context-runner.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540535 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/chain/validation-chain.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540536 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/chain/sanitizers.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540562 3 /var/www/knoxxaibot_v1/node_modules/formdata-node/lib/cjs/BlobPart.js
DUPTYPE_WITHIN_SAME_TREE -2259 4 77 64769 540541 3 /var/www/knoxxaibot_v1/node_modules/express-validator/lib/chain/context-handler.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 556127 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/sign/dist/witness/witness.js
DUPTYPE_WITHIN_SAME_TREE -2259 6 77 64769 556078 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/bundle/dist/utility.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 556033 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/tinyglobby/node_modules/fdir/dist/types.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 556026 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@tufjs/models/dist/utils/types.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 556017 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/verify/dist/trust/trust.types.js
DUPTYPE_WITHIN_SAME_TREE -2259 6 77 64769 555904 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/verify/dist/shared.types.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 555776 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/sign/dist/identity/provider.js
DUPTYPE_WITHIN_SAME_TREE -2259 7 77 64769 555022 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@sigstore/sign/dist/types/fetch.js
DUPTYPE_FIRST_OCCURRENCE 352 2 86 64769 530184 3 /var/www/knoxxaibot_v1/node_modules/duck/makefile
DUPTYPE_WITHIN_SAME_TREE -352 2 86 64769 529984 3 /var/www/knoxxaibot_v1/node_modules/lop/makefile
DUPTYPE_FIRST_OCCURRENCE 3001 3 86 64769 557101 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/manual-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 5 86 64769 558160 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/auto/types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 5 86 64769 558159 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/auto/types.js
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557777 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/web-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557769 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/manual-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557429 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/auto/types.js
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557768 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/manual-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557772 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/node-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 3 86 64769 557129 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/web-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 3 86 64769 557115 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/node-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 3 86 64769 557114 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/node-types.js
DUPTYPE_WITHIN_SAME_TREE -3001 3 86 64769 557102 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/manual-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557773 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/node-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557778 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/web-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 3 86 64769 557130 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/web-types.mjs
DUPTYPE_WITHIN_SAME_TREE -3001 4 86 64769 557430 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/auto/types.mjs
DUPTYPE_FIRST_OCCURRENCE 7688 8 94 64769 556802 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/path-arg.d.ts
DUPTYPE_WITHIN_SAME_TREE -7688 8 94 64769 556804 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/path-arg.d.ts
DUPTYPE_WITHIN_SAME_TREE -7688 9 94 64769 556801 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/path-arg.d.ts
DUPTYPE_WITHIN_SAME_TREE -7688 9 94 64769 556803 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/path-arg.d.ts
DUPTYPE_FIRST_OCCURRENCE 2297 3 95 64769 539512 3 /var/www/knoxxaibot_v1/node_modules/formdata-node/@type/isPlainObject.d.ts
DUPTYPE_WITHIN_SAME_TREE -2297 4 95 64769 540451 3 /var/www/knoxxaibot_v1/node_modules/form-data-encoder/@type/util/isPlainObject.d.ts
DUPTYPE_FIRST_OCCURRENCE 7625 7 101 64769 543997 3 /var/www/knoxxaibot_v1/node_modules/winston-transport/node_modules/readable-stream/lib/internal/streams/from-browser.js
DUPTYPE_WITHIN_SAME_TREE -7625 7 101 64769 544270 3 /var/www/knoxxaibot_v1/node_modules/winston/node_modules/readable-stream/lib/internal/streams/from-browser.js
DUPTYPE_FIRST_OCCURRENCE 7916 9 106 64769 556430 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/bin.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7916 9 106 64769 556431 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/bin.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 3272 3 110 64769 556866 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/gt.js
DUPTYPE_WITHIN_SAME_TREE -3272 5 110 64769 555093 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/gt.js
DUPTYPE_FIRST_OCCURRENCE 3275 3 110 64769 556885 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/lt.js
